lon lat slope
7.800000000000000000e+01 -9.000000000000000000e+01 3.175438664513602127e+00
7.900000000000000000e+01 -9.000000000000000000e+01 3.175438664513602127e+00
8.000000000000000000e+01 -9.000000000000000000e+01 3.175438664513602127e+00
8.100000000000000000e+01 -9.000000000000000000e+01 3.175438664513602127e+00
8.200000000000000000e+01 -9.000000000000000000e+01 3.175438664513602127e+00
8.300000000000000000e+01 -9.000000000000000000e+01 3.175438664513602127e+00
8.400000000000000000e+01 -9.000000000000000000e+01 3.175438664513602127e+00
8.500000000000000000e+01 -9.000000000000000000e+01 3.228931676594566369e+00
8.600000000000000000e+01 -9.000000000000000000e+01 3.173478521604752522e+00
8.700000000000000000e+01 -9.000000000000000000e+01 2.953004711441614916e+00
8.800000000000000000e+01 -9.000000000000000000e+01 3.539498468287943123e+00
8.900000000000000000e+01 -9.000000000000000000e+01 3.803407864931203974e+00
9.000000000000000000e+01 -9.000000000000000000e+01 3.477096010489722833e+00
9.100000000000000000e+01 -9.000000000000000000e+01 3.477096010489722833e+00
9.200000000000000000e+01 -9.000000000000000000e+01 3.477096010489722833e+00
9.300000000000000000e+01 -9.000000000000000000e+01 3.477096010489722833e+00
9.400000000000000000e+01 -9.000000000000000000e+01 3.477096010489722833e+00
9.500000000000000000e+01 -9.000000000000000000e+01 3.477096010489722833e+00
9.600000000000000000e+01 -9.000000000000000000e+01 3.477096010489722833e+00
9.700000000000000000e+01 -9.000000000000000000e+01 3.477096010489722833e+00
9.800000000000000000e+01 -9.000000000000000000e+01 3.097580031347002105e+00
9.900000000000000000e+01 -9.000000000000000000e+01 2.650493076120835401e+00
1.000000000000000000e+02 -9.000000000000000000e+01 2.650493076120835401e+00
1.010000000000000000e+02 -9.000000000000000000e+01 2.650493076120835401e+00
1.020000000000000000e+02 -9.000000000000000000e+01 2.650493076120835401e+00
1.030000000000000000e+02 -9.000000000000000000e+01 2.686259229101940704e+00
1.040000000000000000e+02 -9.000000000000000000e+01 3.952565656886521062e+00
1.050000000000000000e+02 -9.000000000000000000e+01 5.000834175545433524e+00
1.060000000000000000e+02 -9.000000000000000000e+01 5.091267405045428518e+00
1.070000000000000000e+02 -9.000000000000000000e+01 5.180705494924645826e+00
1.080000000000000000e+02 -9.000000000000000000e+01 5.424962752040315195e+00
1.090000000000000000e+02 -9.000000000000000000e+01 5.062537567709476605e+00
1.100000000000000000e+02 -9.000000000000000000e+01 4.682326931436969097e+00
1.110000000000000000e+02 -9.000000000000000000e+01 4.301921131019137867e+00
1.120000000000000000e+02 -9.000000000000000000e+01 4.186587838031099018e+00
1.130000000000000000e+02 -9.000000000000000000e+01 4.100817041835251864e+00
1.140000000000000000e+02 -9.000000000000000000e+01 4.572034287911797890e+00
1.150000000000000000e+02 -9.000000000000000000e+01 4.123799334702270336e+00
1.160000000000000000e+02 -9.000000000000000000e+01 4.144513799621685202e+00
1.170000000000000000e+02 -9.000000000000000000e+01 5.102911265202389579e+00
1.180000000000000000e+02 -9.000000000000000000e+01 4.891166881115013076e+00
1.190000000000000000e+02 -9.000000000000000000e+01 4.934887710337235056e+00
1.200000000000000000e+02 -9.000000000000000000e+01 4.920096605790012845e+00
1.210000000000000000e+02 -9.000000000000000000e+01 4.823565341487712210e+00
1.220000000000000000e+02 -9.000000000000000000e+01 4.528006477965861087e+00
1.230000000000000000e+02 -9.000000000000000000e+01 4.724915424220838212e+00
1.240000000000000000e+02 -9.000000000000000000e+01 4.634218279026878662e+00
1.250000000000000000e+02 -9.000000000000000000e+01 4.933813477886869414e+00
1.260000000000000000e+02 -9.000000000000000000e+01 4.697936759752808555e+00
1.270000000000000000e+02 -9.000000000000000000e+01 4.722215752988343063e+00
1.280000000000000000e+02 -9.000000000000000000e+01 4.670235520599445245e+00
1.290000000000000000e+02 -9.000000000000000000e+01 4.915218162541669322e+00
1.300000000000000000e+02 -9.000000000000000000e+01 4.841742970929756140e+00
1.310000000000000000e+02 -9.000000000000000000e+01 4.806131988676438205e+00
1.320000000000000000e+02 -9.000000000000000000e+01 5.138980985389925316e+00
1.330000000000000000e+02 -9.000000000000000000e+01 4.937496503053416141e+00
1.340000000000000000e+02 -9.000000000000000000e+01 4.762845968736031388e+00
1.350000000000000000e+02 -9.000000000000000000e+01 3.473572789361749180e+00
1.360000000000000000e+02 -9.000000000000000000e+01 3.473572789361749180e+00
1.370000000000000000e+02 -9.000000000000000000e+01 3.473572789361749180e+00
1.380000000000000000e+02 -9.000000000000000000e+01 3.473572789361749180e+00
1.390000000000000000e+02 -9.000000000000000000e+01 3.473572789361749180e+00
1.400000000000000000e+02 -9.000000000000000000e+01 3.473572789361749180e+00
1.410000000000000000e+02 -9.000000000000000000e+01 3.473572789361749180e+00
1.420000000000000000e+02 -9.000000000000000000e+01 3.473572789361749180e+00
1.430000000000000000e+02 -9.000000000000000000e+01 3.693351329160172281e+00
1.440000000000000000e+02 -9.000000000000000000e+01 4.000822549713593190e+00
1.450000000000000000e+02 -9.000000000000000000e+01 3.637575793378922562e+00
1.460000000000000000e+02 -9.000000000000000000e+01 3.724816854106161479e+00
1.470000000000000000e+02 -9.000000000000000000e+01 3.527254078455392072e+00
1.480000000000000000e+02 -9.000000000000000000e+01 2.187288803757870603e+00
1.490000000000000000e+02 -9.000000000000000000e+01 2.187288803757870603e+00
1.500000000000000000e+02 -9.000000000000000000e+01 2.187288803757870603e+00
1.510000000000000000e+02 -9.000000000000000000e+01 2.187288803757870603e+00
1.520000000000000000e+02 -9.000000000000000000e+01 2.187288803757870603e+00
1.530000000000000000e+02 -9.000000000000000000e+01 2.187288803757870603e+00
1.540000000000000000e+02 -9.000000000000000000e+01 2.187288803757870603e+00
1.550000000000000000e+02 -9.000000000000000000e+01 2.187288803757870603e+00
1.560000000000000000e+02 -9.000000000000000000e+01 3.671120330093746720e+00
1.570000000000000000e+02 -9.000000000000000000e+01 3.671120330093746720e+00
1.580000000000000000e+02 -9.000000000000000000e+01 3.671120330093746720e+00
1.590000000000000000e+02 -9.000000000000000000e+01 3.671120330093746720e+00
1.600000000000000000e+02 -9.000000000000000000e+01 3.671120330093746720e+00
1.610000000000000000e+02 -9.000000000000000000e+01 3.671120330093746720e+00
1.620000000000000000e+02 -9.000000000000000000e+01 3.671120330093746720e+00
1.630000000000000000e+02 -9.000000000000000000e+01 4.377440784971611265e+00
1.640000000000000000e+02 -9.000000000000000000e+01 4.377440784971611265e+00
1.650000000000000000e+02 -9.000000000000000000e+01 4.656772269208670600e+00
1.660000000000000000e+02 -9.000000000000000000e+01 4.656772269208670600e+00
1.670000000000000000e+02 -9.000000000000000000e+01 4.656772269208670600e+00
1.680000000000000000e+02 -9.000000000000000000e+01 4.656772269208670600e+00
1.690000000000000000e+02 -9.000000000000000000e+01 4.656772269208670600e+00
1.700000000000000000e+02 -9.000000000000000000e+01 4.656772269208670600e+00
1.710000000000000000e+02 -9.000000000000000000e+01 5.593184248349042598e+00
1.720000000000000000e+02 -9.000000000000000000e+01 5.593184248349042598e+00
1.730000000000000000e+02 -9.000000000000000000e+01 5.593184248349042598e+00
1.740000000000000000e+02 -9.000000000000000000e+01 5.593184248349042598e+00
1.750000000000000000e+02 -9.000000000000000000e+01 5.593184248349042598e+00
1.760000000000000000e+02 -9.000000000000000000e+01 5.593184248349042598e+00
1.770000000000000000e+02 -9.000000000000000000e+01 5.593184248349042598e+00
1.780000000000000000e+02 -9.000000000000000000e+01 6.058847744174221006e+00
1.790000000000000000e+02 -9.000000000000000000e+01 6.416348934090663647e+00
1.800000000000000000e+02 -9.000000000000000000e+01 6.227601380054011315e+00
-1.800000000000000000e+02 -8.900000000000000000e+01 nan
-1.790000000000000000e+02 -8.900000000000000000e+01 nan
-1.780000000000000000e+02 -8.900000000000000000e+01 nan
-1.770000000000000000e+02 -8.900000000000000000e+01 nan
-1.760000000000000000e+02 -8.900000000000000000e+01 nan
-1.750000000000000000e+02 -8.900000000000000000e+01 nan
-1.740000000000000000e+02 -8.900000000000000000e+01 nan
-1.730000000000000000e+02 -8.900000000000000000e+01 nan
-1.720000000000000000e+02 -8.900000000000000000e+01 nan
-1.710000000000000000e+02 -8.900000000000000000e+01 nan
-1.700000000000000000e+02 -8.900000000000000000e+01 nan
-1.690000000000000000e+02 -8.900000000000000000e+01 nan
-1.680000000000000000e+02 -8.900000000000000000e+01 nan
-1.670000000000000000e+02 -8.900000000000000000e+01 nan
